City,Latitude,Longitudes,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
Wanlaweyn,2.62,44.89,72.84,84,0,20.51,SO,1600651008
Albany,-35.02,117.89,53.6,66,75,20.51,AU,1600651080
Inuvik,68.35,-133.72,37.4,73,90,13.02,CA,1600651080
Asilah,35.47,-6.03,66.2,82,100,10.51,MA,1600651081
Emerald,-23.53,148.17,79.0,61,40,28.52,AU,1600651009
Santa Isabel,28.38,-113.35,89.58,26,57,3.11,MX,1600651081
Manaure,11.78,-72.44,84.36,74,100,33.78,CO,1600650937
Ketchikan,55.34,-131.65,55.4,100,90,15.5,US,1600651081
Buala,-8.14,159.59,85.01,72,41,13.11,SB,1600651081
Klyuchi,52.27,79.17,53.85,42,99,28.88,RU,1600651082
Sibinal,15.13,-92.05,82.4,94,75,5.61,GT,1600651082
Mossamedes,-15.2,12.15,63.25,82,100,10.56,AO,1600651082
Bethel,41.37,-73.41,48.0,70,1,10.51,US,1600651082
Shingū,33.73,135.98,73.4,56,40,15.5,JP,1600651082
Broken Hill,-31.95,141.43,62.6,33,33,23.02,AU,1600651083
Sitka,57.05,-135.33,51.8,76,90,33.53,US,1600651036
Naco,31.33,-109.95,84.99,23,74,2.26,MX,1600651083
Imbituba,-28.24,-48.67,57.2,67,75,23.02,BR,1600650992
Jardim,-21.48,-56.14,73.69,51,16,18.52,BR,1600651083
Marsh Harbour,26.54,-77.06,83.8,76,15,30.78,BS,1600651084
Biak,-0.91,122.88,84.02,63,0,10.71,ID,1600651084
Hilton Head,32.22,-80.75,71.6,64,90,41.03,US,1600651084
Yellowknife,62.46,-114.35,57.2,54,40,10.51,CA,1600650795
‘Āhuimanu,21.44,-157.84,86.0,65,75,31.03,US,1600651084
Santa Maria,16.6,-22.9,78.8,88,75,20.51,CV,1600651085
Taitung City,22.76,121.14,84.2,70,20,13.02,TW,1600651085
Nelson Bay,-32.72,152.15,82.0,61,20,10.51,AU,1600651085
Ostrovnoy,68.05,39.51,39.6,92,100,18.52,RU,1600650988
Sagua la Grande,22.81,-80.08,78.8,88,75,5.01,CU,1600651085
Muros,42.78,-9.06,62.01,94,2,2.26,ES,1600651034
Grand Gaube,-20.01,57.66,72.0,69,97,15.66,MU,1600651000
Mnogovershinnyy,53.94,139.92,54.54,53,53,3.0,RU,1600651086
Bakchar,57.02,82.07,49.96,84,100,17.96,RU,1600651086
Alappuzha,9.49,76.33,78.82,86,100,34.92,IN,1600651086
Benghazi,32.12,20.07,74.1,71,10,15.5,LY,1600651086
Busselton,-33.65,115.33,53.01,84,100,20.62,AU,1600650710
Senekal,-28.32,27.62,52.99,37,76,9.8,ZA,1600651087
Port Hardy,50.7,-127.42,53.6,100,90,15.5,CA,1600651087
Ancud,-41.87,-73.82,46.99,26,67,5.46,CL,1600651003
Esperance,-33.87,121.9,51.8,100,90,36.04,AU,1600650985
Buta,2.79,24.73,71.37,98,100,3.44,CD,1600651087
Ugoofaaru,5.67,73.0,82.4,78,100,34.87,MV,1600650984
Mount Gambier,-37.83,140.77,57.2,67,75,41.03,AU,1600651067
Victoria,-4.62,55.45,78.8,94,75,23.02,SC,1600651088
Vanimo,-2.67,141.3,79.59,79,100,9.75,PG,1600651088
Port Blair,11.67,92.75,82.81,79,100,41.99,IN,1600651086
San Rafael,-34.62,-68.33,56.8,31,4,12.86,AR,1600651088
East London,-33.02,27.91,61.25,58,100,56.1,ZA,1600651008
Ilulissat,69.22,-51.1,28.4,92,100,5.01,GL,1600651088
Chui,-33.7,-53.46,45.61,66,0,17.52,UY,1600650998
Rocha,-34.48,-54.33,42.04,79,0,13.67,UY,1600650986
Neepawa,50.23,-99.47,68.0,52,90,61.54,CA,1600651089
Vestmannaeyjar,63.44,-20.27,45.84,64,23,44.49,IS,1600651089
Parabel',58.7,81.48,50.27,85,100,23.22,RU,1600651089
Lubao,-5.37,25.75,72.9,81,99,8.05,CD,1600651090
Sabang,5.89,95.32,83.46,73,97,13.27,ID,1600651090
Torbay,47.67,-52.73,39.99,86,75,7.52,CA,1600650994
Itarema,-2.92,-39.92,77.97,80,10,35.57,BR,1600651090
Frederico Westphalen,-27.36,-53.39,54.0,86,38,10.11,BR,1600651082
Sassandra,4.95,-6.08,74.8,92,97,15.05,CI,1600651090
Srednekolymsk,67.45,153.68,39.31,69,0,11.16,RU,1600651091
Barbosa Ferraz,-24.03,-52.01,75.2,57,0,15.5,BR,1600651091
Comodoro Rivadavia,-45.87,-67.5,44.6,70,0,5.01,AR,1600651007
Damietta,31.42,31.81,80.6,74,0,20.51,EG,1600651091
Havre-St-Pierre,50.23,-63.6,37.4,86,1,18.01,CA,1600650992
Namatanai,-3.67,152.43,85.37,68,40,13.02,PG,1600651091
Husavik,66.04,-17.34,37.4,86,90,13.02,IS,1600651092
Santana,-0.06,-51.18,84.2,79,20,23.02,BR,1600651092
Cotonou,6.37,2.42,77.38,87,100,31.12,BJ,1600651014
Arraial do Cabo,-22.97,-42.03,70.3,91,100,4.21,BR,1600651092
Puerto Ayora,-0.74,-90.35,66.11,90,100,21.41,EC,1600651021
Salinas,-2.22,-80.97,68.0,88,90,23.02,EC,1600651092
Roma,-26.58,148.78,84.18,40,11,55.1,AU,1600651093
Hithadhoo,-0.6,73.08,81.48,80,100,31.83,MV,1600650989
Beyneu,45.32,55.2,51.17,63,2,33.93,KZ,1600651009
Port Alfred,-33.59,26.89,58.28,62,19,61.45,ZA,1600651007
Bintulu,3.17,113.03,78.8,94,40,12.55,MY,1600650810
Penzance,50.12,-5.54,60.01,87,0,20.51,GB,1600651093
Coffs Harbour,-30.3,153.13,81.0,69,0,41.03,AU,1600651094
Pitimbu,-7.47,-34.81,77.0,83,20,13.02,BR,1600651094
Yüksekova,37.57,44.29,59.0,72,0,15.5,TR,1600651094
Talnakh,69.49,88.4,44.6,87,75,60.04,RU,1600651016
Ribeira Grande,38.52,-28.7,66.87,79,28,50.94,PT,1600650995
Antofagasta,-23.65,-70.4,59.0,72,75,28.52,CL,1600651095
Birjand,32.87,59.22,51.8,21,0,16.62,IR,1600651095
Zhuhai,22.28,113.57,88.0,88,40,7.52,CN,1600651095
Chongqing,29.56,106.55,72.0,94,90,10.0,CN,1600651095
Turan,52.15,93.92,47.41,65,0,3.76,RU,1600651096
Kollam,8.88,76.6,78.8,100,75,7.52,IN,1600651096
Ericeira,38.96,-9.42,66.0,83,60,9.06,PT,1600651096
Soe,-9.86,124.28,80.76,61,12,14.16,ID,1600651096
Walvis Bay,-22.96,14.51,51.01,87,0,18.01,NA,1600651035
Rikitea,-23.12,-134.97,72.55,76,100,51.83,PF,1600651097
Vaini,-21.2,-175.2,75.2,83,75,25.52,TO,1600650983
Gulu,2.77,32.3,64.44,94,100,3.96,UG,1600651097
Lienz,46.83,12.77,51.01,97,76,2.59,AT,1600651097
Saint George,32.38,-64.68,82.4,83,90,38.52,BM,1600650989
Acapulco de Juárez,16.86,-99.89,86.0,74,75,5.01,MX,1600650868
Calama,-22.47,-68.93,59.0,14,0,28.52,CL,1600651098
Diffa,13.32,12.61,79.56,61,100,26.02,NE,1600651098
Lüderitz,-26.65,15.16,57.16,68,1,54.13,NA,1600651098
Rundu,-17.93,19.77,68.25,25,0,9.01,NA,1600651098
Nantucket,41.28,-70.1,55.0,50,1,38.52,US,1600651099
Balud,10.15,123.7,86.0,74,90,5.01,PH,1600651099
Saint-Philippe,-21.36,55.77,66.2,63,42,15.5,RE,1600651020
Belyy Yar,53.6,91.39,41.0,100,0,5.01,RU,1600651099
Aloleng,16.13,119.78,85.15,71,1,9.01,PH,1600651100
Shrīgonda,18.62,74.68,73.65,92,100,14.76,IN,1600651100
Khatanga,71.97,102.5,42.44,83,4,19.62,RU,1600650971
Pochutla,15.74,-96.47,84.2,74,40,9.15,MX,1600651100
Margate,-30.86,30.37,63.91,64,100,43.28,ZA,1600651100
Morehead,-8.71,141.64,87.12,59,81,17.6,PG,1600651100
Yining,29.04,114.56,66.61,92,100,3.85,CN,1600651101
Kaitangata,-46.28,169.85,55.99,68,0,8.95,NZ,1600651042
Hervey Bay,-25.3,152.85,82.0,65,40,23.02,AU,1600651037
Komsomol'skiy,43.98,46.7,54.46,50,0,6.71,RU,1600650972
Barrow,71.29,-156.79,32.0,92,90,20.51,US,1600651101
Port Keats,-14.25,129.55,85.98,63,17,13.15,AU,1600651102
Çayeli,41.09,40.73,67.39,73,54,6.51,TR,1600651102
Pelotas,-31.77,-52.34,46.63,75,0,13.06,BR,1600651102
San Patricio,19.22,-104.7,86.0,74,75,46.53,MX,1600651102
Nahavand,34.19,48.38,53.2,49,0,6.06,IR,1600651103
Charcas,23.13,-101.12,66.07,61,48,20.02,MX,1600651103
Sept-Îles,50.2,-66.38,33.8,80,5,5.01,CA,1600651037
Nānākuli,21.39,-158.15,89.6,46,75,23.02,US,1600651103
Marsberg,51.46,8.85,55.0,68,0,6.71,DE,1600651103
Puerto Escondido,15.85,-97.07,84.2,66,75,13.02,MX,1600651104
Berlevåg,70.86,29.09,43.57,80,52,44.09,NO,1600650983
Aripuanã,-9.17,-60.63,81.72,64,100,10.51,BR,1600651104
Werda,-25.27,23.28,63.27,26,86,16.31,BW,1600651104
Nuevo Laredo,27.48,-99.52,84.2,37,5,15.5,MX,1600650928
Eureka,40.8,-124.16,64.99,89,1,4.45,US,1600651105
Ichhāwar,23.02,77.02,77.0,94,40,7.52,IN,1600651105
Tazovsky,67.47,78.7,46.24,95,96,34.63,RU,1600651105
Amurrio,43.05,-3.0,64.0,93,40,5.01,ES,1600651105
Tacuarembó,-31.73,-55.98,43.84,76,0,3.96,UY,1600651106
Brownwood,31.71,-98.99,68.0,52,75,10.51,US,1600651106
Alekseyevsk,57.84,108.35,43.9,89,100,3.0,RU,1600651106
Florianópolis,-27.61,-48.5,57.2,67,75,23.02,BR,1600650818
Bassano,50.78,-112.47,64.99,44,0,13.02,CA,1600651106
Labuhan,-6.88,112.21,84.74,59,35,12.91,ID,1600651024
Samarai,-10.62,150.67,79.59,84,29,28.57,PG,1600651029
Vratnica,42.14,21.12,55.4,66,0,2.51,MK,1600651107
Touros,-5.2,-35.46,77.0,83,40,25.52,BR,1600651107
Canyon,34.98,-101.92,78.8,27,1,23.02,US,1600650830
Bathsheba,13.22,-59.52,84.2,74,20,23.02,BB,1600651107
Mariental,-24.63,17.97,52.99,39,0,19.98,NA,1600651108
Lavrentiya,65.58,-171.0,39.7,73,96,27.42,RU,1600651108
Slave Lake,55.28,-114.77,60.8,59,1,20.51,CA,1600651108
Bull Savanna,17.89,-77.59,79.48,79,91,4.61,JM,1600651108
Harper,4.38,-7.72,75.97,88,99,22.53,LR,1600651108
Berwick,41.05,-76.23,48.99,82,0,6.06,US,1600651109
Dashitou,43.31,128.51,54.39,76,33,8.5,CN,1600651109
Vao,-22.67,167.48,69.51,78,46,38.07,NC,1600651109
Necochea,-38.55,-58.74,45.0,73,93,26.82,AR,1600651109
Urucará,-2.54,-57.76,84.09,56,57,4.94,BR,1600651110
Muramvya,-3.27,29.61,57.97,69,43,1.74,BI,1600651110
Wanning,18.8,110.4,83.41,79,96,5.55,CN,1600651110
Trelew,-43.25,-65.31,42.98,66,0,15.17,AR,1600651110
Luorong,24.41,109.61,77.9,85,91,7.25,CN,1600651111
Togur,58.36,82.83,49.23,91,100,20.15,RU,1600651111
Uinskoye,56.88,56.58,34.92,92,98,20.47,RU,1600651111
Edson,53.58,-116.44,66.2,39,1,15.5,CA,1600650823
New Norfolk,-42.78,147.06,60.8,63,40,28.52,AU,1600651111
Laguna,-28.48,-48.78,53.67,69,20,14.76,BR,1600651112
Eyl,7.98,49.82,76.17,76,40,30.71,SO,1600651112
Kloulklubed,7.04,134.26,82.4,78,75,15.5,PW,1600651112
Besançon,47.25,6.02,60.01,100,100,5.35,FR,1600651112
Severnoye,56.35,78.36,51.22,62,100,30.02,RU,1600651113
Nizwá,22.93,57.53,79.27,27,94,5.91,OM,1600651113
Half Moon Bay,37.46,-122.43,84.99,37,5,20.51,US,1600651113
Kidal,18.44,1.41,90.77,16,0,25.81,ML,1600651035
Dubrovka,53.69,33.51,41.68,93,26,16.31,RU,1600651113
Kavaratti,10.57,72.64,81.9,79,100,57.24,IN,1600651114
Hewitt,31.46,-97.2,78.8,57,75,20.51,US,1600651114
Zhigansk,66.77,123.37,46.72,62,0,16.71,RU,1600651114
Fort Nelson,58.81,-122.7,55.4,54,75,25.52,CA,1600651114
Cabras,39.93,8.53,66.0,90,55,4.45,IT,1600651115
Bilibino,68.05,166.44,37.89,73,4,7.81,RU,1600651115
Mastic Beach,40.77,-72.85,50.0,65,1,31.32,US,1600651068
Ponta do Sol,17.2,-25.09,82.4,78,75,23.02,CV,1600651115
Anchorage,61.22,-149.9,54.0,62,90,7.52,US,1600651086
Gashua,12.87,11.05,76.68,72,100,20.27,NG,1600651115
Petropavlovsk-Kamchatskiy,53.05,158.65,59.0,51,20,15.01,RU,1600651116
Kalemie,-5.95,29.19,72.59,67,0,12.41,CD,1600651116
Saint Paul Harbor,57.79,-152.41,53.6,71,1,28.52,US,1600650985
Jamestown,-15.94,-5.72,60.78,88,100,52.34,SH,1600650975
Oodweyne,9.41,45.06,75.22,55,62,20.42,SO,1600651117
Mayor Pablo Lagerenza,-19.93,-60.77,69.75,43,78,19.13,PY,1600651117
Jiuquan,39.74,98.52,60.71,66,100,11.12,CN,1600651117
Kiama,-34.68,150.87,79.0,67,0,13.4,AU,1600651117
Apatity,67.56,33.4,37.62,89,5,12.5,RU,1600651117
Sampit,-2.53,112.95,82.69,79,51,4.36,ID,1600651118
Olds,51.78,-114.1,60.8,44,20,7.9,CA,1600651118
Leningradskiy,69.38,178.42,34.99,85,98,28.92,RU,1600651005
Narsaq,60.92,-46.05,35.6,51,99,13.02,GL,1600651118
Hermanus,-34.42,19.23,51.01,88,99,8.95,ZA,1600650792
College,64.86,-147.8,48.2,66,75,3.44,US,1600650999
Tilichiki,60.47,166.1,37.33,80,97,15.66,RU,1600651119
Toora-Khem,52.47,96.11,42.64,76,0,4.56,RU,1600651119
Naze,28.37,129.48,80.6,74,75,51.54,JP,1600651012
Vostok,46.49,135.88,54.23,73,22,6.51,RU,1600651119
Saint-Augustin,51.23,-58.65,43.34,63,0,18.16,CA,1600651037
Salalah,17.02,54.09,80.6,83,75,10.51,OM,1600651119
Sinegor'ye,62.08,150.48,33.75,84,86,6.96,RU,1600651120
Horsham,-36.72,142.2,58.75,60,0,33.42,AU,1600651120
Santa Rosa,-36.62,-64.28,47.23,51,0,20.83,AR,1600651120
Tupik,54.43,119.93,48.4,63,100,4.65,RU,1600651120
Nishihara,26.18,127.76,84.2,100,75,23.02,JP,1600651121
Sinjai,-5.12,120.25,85.68,64,0,13.76,ID,1600651121
Beloha,-25.17,45.05,69.53,29,0,13.35,MG,1600651121
Ambulu,-8.35,113.61,82.44,64,0,3.76,ID,1600651121
Amnat Charoen,15.86,104.63,77.67,89,100,8.61,TH,1600651121
Omboué,-1.57,9.26,74.32,83,100,16.46,GA,1600651122
Lebu,-37.62,-73.65,48.92,86,0,19.77,CL,1600651038
Mayo,63.59,-135.9,51.8,50,75,13.02,CA,1600651122
Tiarei,-17.53,-149.33,86.0,58,40,15.5,PF,1600651013
Whitehorse,60.72,-135.05,53.01,40,75,28.52,CA,1600651023
Sengiley,53.96,48.79,46.4,81,75,35.03,RU,1600651122
Hammerfest,70.66,23.68,42.8,81,35,43.53,NO,1600651123
Oriximiná,-1.77,-55.87,83.35,56,0,8.57,BR,1600651123
Amarante do Maranhão,-5.57,-46.74,78.28,69,0,7.45,BR,1600651123
Cap Malheureux,-19.98,57.61,72.0,69,95,15.66,MU,1600651042
Bahār,34.91,48.44,50.76,63,0,3.71,IR,1600651123
Porangatu,-13.44,-49.15,79.79,40,3,2.66,BR,1600651124
Robertsport,6.75,-11.37,75.94,91,100,15.97,LR,1600651124
Nadvoitsy,63.87,34.32,43.86,90,100,25.68,RU,1600651124
Flin Flon,54.77,-101.86,58.03,82,100,9.26,CA,1600651036
Haines Junction,60.75,-137.51,50.65,46,84,6.6,CA,1600651124
Sterling,39.01,-77.43,57.2,58,1,13.02,US,1600650837
Sistranda,63.73,8.83,55.4,87,75,28.52,NO,1600651125
Klaksvík,62.23,-6.59,51.8,100,100,36.04,FO,1600651040
Kandy,7.3,80.64,69.55,90,100,10.27,LK,1600650930
Meulaboh,4.14,96.13,78.39,71,100,9.22,ID,1600651125
Upernavik,72.79,-56.15,29.19,88,83,16.11,GL,1600651125
Matara,5.95,80.54,77.61,87,65,24.07,LK,1600651126
Dingle,52.14,-10.27,54.86,84,100,7.65,IE,1600650984
Kumul,42.8,93.45,70.21,23,100,9.71,CN,1600650991
Coţofăneşti,46.15,26.98,50.0,87,96,10.51,RO,1600651126
San Buenaventura,27.08,-101.53,77.0,51,0,14.32,MX,1600651049
Isangel,-19.55,169.27,80.6,57,20,31.03,VU,1600651126
Waddān,29.16,16.14,68.25,75,0,6.15,LY,1600651127
Miranda,-20.24,-56.38,76.57,55,0,9.95,BR,1600651127
Port Elizabeth,-33.92,25.57,55.4,76,59,41.03,ZA,1600651127
Flinders,-34.58,150.86,75.0,67,0,13.4,AU,1600651033
Leh,34.17,77.58,44.02,41,0,6.15,IN,1600651128
Ashquelon,31.67,34.57,78.01,78,20,2.51,IL,1600651128
Pevek,69.7,170.31,36.48,83,99,18.97,RU,1600651128
Hilo,19.73,-155.09,84.2,66,40,18.01,US,1600651128
Hay River,60.82,-115.8,53.6,76,75,5.01,CA,1600650906
Palembang,-2.92,104.75,79.03,87,92,8.5,ID,1600650861
Kafanchan,9.58,8.3,67.15,99,100,1.66,NG,1600651129
Yar-Sale,66.83,70.83,47.14,94,100,40.29,RU,1600651129
Mar del Plata,-38.0,-57.56,46.0,65,75,20.51,AR,1600650978
Okhotsk,59.38,143.3,53.29,52,0,16.75,RU,1600651129
San Jose,-17.94,-63.35,75.2,53,75,10.51,BO,1600651130
Corning,42.14,-77.05,51.8,43,1,13.02,US,1600650850
Georgetown,-7.93,-14.42,74.35,81,93,45.68,SH,1600651015
Launceston,-41.45,147.17,53.6,87,75,43.53,AU,1600651130
Moerai,-22.43,-151.33,74.05,86,100,21.16,PF,1600651130
Lālmohan,22.34,90.74,84.16,81,100,45.75,BD,1600651131
Maceió,-9.67,-35.74,73.4,94,7,13.02,BR,1600651039
Águas Vermelhas,-15.75,-41.46,65.28,79,0,11.21,BR,1600651131
Faanui,-16.48,-151.75,78.57,76,31,40.53,PF,1600650999
Hobyo,5.35,48.53,75.81,83,91,46.48,SO,1600651131
Souillac,-20.52,57.52,71.6,73,40,25.52,MU,1600651131
Nouadhibou,20.93,-17.03,77.0,78,66,20.51,MR,1600651030
Plön,54.17,10.42,50.0,93,0,7.52,DE,1600651132
Cabedelo,-6.98,-34.83,77.0,83,20,13.02,BR,1600651132
Nanyuki,0.02,37.07,57.36,80,3,17.22,KE,1600651132
Mildura,-34.2,142.15,60.8,55,75,18.01,AU,1600651132
Alofi,-19.06,-169.92,77.0,83,75,33.53,NU,1600651087
Willowmore,-33.29,23.49,43.56,71,13,33.67,ZA,1600651133
Morón,22.11,-78.63,79.18,82,3,10.0,CU,1600651133
Kem',64.96,34.58,42.24,90,100,26.37,RU,1600651133
Tautira,-17.73,-149.15,86.0,58,40,15.5,PF,1600651013
Nurota,40.56,65.69,50.0,66,0,10.51,UZ,1600651134
Uchiza,-8.46,-76.46,72.79,73,93,8.66,PE,1600651134
Shirokiy,49.76,129.52,54.9,77,14,6.91,RU,1600651134
Athens,33.96,-83.38,62.01,67,1,18.01,US,1600651134
Vila Velha,-20.33,-40.29,75.2,78,90,23.02,BR,1600651135
Andenes,69.31,16.12,46.4,75,100,31.03,NO,1600651135
Departamento de Maldonado,-34.67,-54.92,50.0,71,0,23.02,UY,1600651135
Saint-Pierre,46.77,-56.17,53.01,61,16,33.49,PM,1600650916
Iqaluit,63.75,-68.51,32.0,94,75,18.01,CA,1600650997
Sumter,28.71,-82.08,77.0,91,100,8.95,US,1600651136
Presidencia Roque Sáenz Peña,-26.79,-60.44,57.25,43,2,16.22,AR,1600651136
Thompson,55.74,-97.86,64.4,72,90,5.01,CA,1600651136
Constitucion,23.99,-104.67,69.01,61,24,20.11,MX,1600651136
Aykhal,66.0,111.5,41.0,86,0,10.0,RU,1600651136
Inhambane,-23.86,35.38,70.03,80,0,23.26,MZ,1600651137
Zaraza,9.35,-65.32,77.22,90,13,5.3,VE,1600651137
Longyearbyen,78.22,15.64,35.6,69,75,36.04,SJ,1600651137
Little Current,45.98,-81.92,55.4,66,1,23.02,CA,1600651137
Svelgen,61.77,5.3,55.99,93,100,49.03,NO,1600651138
Havre,48.55,-109.68,60.8,67,1,20.51,US,1600651138
Pestovo,58.59,35.8,46.47,80,100,24.72,RU,1600651138
Punta Arenas,-53.15,-70.92,42.8,81,97,25.52,CL,1600650849
Manosque,43.83,5.79,59.0,93,0,7.0,FR,1600651138
